time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-15 00:00:00+00:00,9,7,39,26
2025-09-16 00:00:00+00:00,12,9,69,22
2025-09-17 00:00:00+00:00,10,10,58,20
2025-09-18 00:00:00+00:00,20,13,94,12
2025-09-19 00:00:00+00:00,25,18,38,23
2025-09-20 00:00:00+00:00,13,13,58,23
2025-09-21 00:00:00+00:00,11,10,39,20
2025-09-22 00:00:00+00:00,15,13,42,21
2025-09-23 00:00:00+00:00,11,9,40,17
2025-09-24 00:00:00+00:00,4,4,64,23
2025-09-25 00:00:00+00:00,16,14,81,20
2025-09-26 00:00:00+00:00,24,16,57,22
2025-09-27 00:00:00+00:00,3,3,53,17
2025-09-28 00:00:00+00:00,3,2,29,12
