referrer,views_total,views_unique
Google,133,29
github.com,100,18
privacysandbox.google.com,70,12
confluence.sec.samsung.net,17,1
support.google.com,16,5
com.google.android.gm,7,3
topics-fetch-demo.glitch.me,7,1
linkedin.com,6,1
Bing,5,3
criteo.atlassian.net,3,2
