time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-27 00:00:00+00:00,9,8,38,16
2025-11-28 00:00:00+00:00,10,9,29,13
2025-11-29 00:00:00+00:00,6,5,40,14
2025-11-30 00:00:00+00:00,3,3,43,21
2025-12-01 00:00:00+00:00,64,26,35,20
2025-12-02 00:00:00+00:00,33,15,83,24
2025-12-03 00:00:00+00:00,108,24,74,32
2025-12-04 00:00:00+00:00,9,8,163,42
2025-12-05 00:00:00+00:00,4,4,90,43
2025-12-06 00:00:00+00:00,8,8,247,50
2025-12-07 00:00:00+00:00,14,8,135,48
2025-12-08 00:00:00+00:00,9,4,100,41
2025-12-09 00:00:00+00:00,16,7,76,35
2025-12-10 00:00:00+00:00,1,1,83,42
