time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-01 00:00:00+00:00,21,8,124,14
2026-08-02 00:00:00+00:00,1,1,33,10
2026-08-03 00:00:00+00:00,5,4,47,15
2026-08-04 00:00:00+00:00,18,8,15,11
2026-08-05 00:00:00+00:00,12,6,20,8
2026-08-06 00:00:00+00:00,8,2,41,12
2026-08-07 00:00:00+00:00,19,8,41,12
2026-08-08 00:00:00+00:00,27,12,18,11
2026-08-09 00:00:00+00:00,19,5,32,11
2026-08-10 00:00:00+00:00,11,7,78,11
2026-08-11 00:00:00+00:00,68,55,8,6
2026-08-12 00:00:00+00:00,10,5,53,21
2026-08-13 00:00:00+00:00,27,10,34,8
2026-08-14 00:00:00+00:00,10,6,36,12
