time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-02 00:00:00+00:00,26,15,192,38
2026-04-03 00:00:00+00:00,12,9,25,9
2026-04-04 00:00:00+00:00,13,8,32,14
2026-04-05 00:00:00+00:00,10,5,44,16
2026-04-06 00:00:00+00:00,18,10,33,17
2026-04-07 00:00:00+00:00,20,12,29,14
2026-04-08 00:00:00+00:00,8,4,44,10
2026-04-09 00:00:00+00:00,20,10,29,16
2026-04-10 00:00:00+00:00,41,21,60,18
2026-04-11 00:00:00+00:00,5,5,39,13
2026-04-12 00:00:00+00:00,15,10,52,16
2026-04-13 00:00:00+00:00,24,11,14,10
2026-04-14 00:00:00+00:00,12,8,101,15
2026-04-15 00:00:00+00:00,30,17,64,13
