time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-18 00:00:00+00:00,26,10,101,24
2025-06-19 00:00:00+00:00,34,12,112,22
2025-06-20 00:00:00+00:00,32,10,117,27
2025-06-21 00:00:00+00:00,12,4,54,20
2025-06-22 00:00:00+00:00,11,4,53,17
2025-06-23 00:00:00+00:00,16,9,213,25
2025-06-24 00:00:00+00:00,13,5,71,15
2025-06-25 00:00:00+00:00,60,16,135,30
2025-06-26 00:00:00+00:00,94,20,348,34
2025-06-27 00:00:00+00:00,35,14,96,22
2025-06-28 00:00:00+00:00,10,3,28,15
2025-06-29 00:00:00+00:00,12,6,32,13
2025-06-30 00:00:00+00:00,12,4,52,20
2025-07-01 00:00:00+00:00,21,10,79,24
