referrer,views_total,views_unique
Google,110,13
github.com,41,9
privacysandbox.google.com,35,18
privacy-sandbox-demos.dev,2,2
taskflow.corp.google.com,2,1
glitch.com,1,1
confluence.sec.samsung.net,1,1
support.google.com,1,1
delaware-playground.corp.google.com,1,1
