referrer,views_total,views_unique
privacysandbox.google.com,60,20
Google,56,11
github.com,47,17
privacy-sandbox-demos.dev,2,2
support.google.com,2,1
delaware-playground.corp.google.com,1,1
glitch.com,1,1
criteo.atlassian.net,1,1
topics-fetch-demo.glitch.me,1,1
