referrer,views_total,views_unique
github.com,117,25
Google,103,29
developers.google.com,36,8
support.google.com,6,3
chat-gamma.sandbox.google.com,5,1
com.google.android.gm,3,2
topics-demo.glitch.me,1,1
privacy-sandbox-demos.dev,1,1
statics.teams.cdn.office.net,1,1
