time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-21 00:00:00+00:00,81,26,218,19
2025-02-22 00:00:00+00:00,4,4,8,7
2025-02-23 00:00:00+00:00,2,2,37,5
2025-02-24 00:00:00+00:00,5,4,44,15
2025-02-25 00:00:00+00:00,5,3,219,53
2025-02-26 00:00:00+00:00,31,16,198,43
2025-02-27 00:00:00+00:00,9,4,72,14
2025-02-28 00:00:00+00:00,7,3,66,10
2025-03-01 00:00:00+00:00,15,6,29,8
2025-03-02 00:00:00+00:00,4,2,10,4
2025-03-03 00:00:00+00:00,4,3,38,11
2025-03-04 00:00:00+00:00,3,2,37,8
2025-03-05 00:00:00+00:00,3,2,79,17
2025-03-06 00:00:00+00:00,1,1,25,14
