time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-28 00:00:00+00:00,10.0,3.0,62,20
2025-07-29 00:00:00+00:00,17.0,8.0,69,15
2025-07-30 00:00:00+00:00,15.0,8.0,56,19
2025-07-31 00:00:00+00:00,10.0,3.0,62,21
2025-08-01 00:00:00+00:00,25.0,6.0,35,13
2025-08-02 00:00:00+00:00,13.0,7.0,46,18
2025-08-03 00:00:00+00:00,12.0,4.0,101,24
2025-08-04 00:00:00+00:00,17.0,10.0,33,18
2025-08-05 00:00:00+00:00,14.0,7.0,48,22
2025-08-06 00:00:00+00:00,31.0,10.0,92,21
2025-08-07 00:00:00+00:00,8.0,2.0,89,25
2025-08-08 00:00:00+00:00,17.0,9.0,56,21
2025-08-09 00:00:00+00:00,12.0,6.0,59,13
2025-08-10 00:00:00+00:00,,,58,20
