referrer,views_total,views_unique
Google,132,22
github.com,77,17
privacysandbox.google.com,76,18
confluence.sec.samsung.net,16,2
topics-fetch-demo.glitch.me,14,2
support.google.com,11,4
com.google.android.gm,7,3
Bing,5,3
glitch.com,2,2
chat.google.com,2,1
