referrer,views_total,views_unique
Google,72,13
github.com,44,6
privacysandbox.google.com,26,9
github-com.translate.goog,13,3
support.google.com,6,2
docs.google.com,4,2
web.dev,2,1
privacy-sandbox-demos.dev,1,1
