referrer,views_total,views_unique
Google,122,34
github.com,103,21
developers.google.com,29,9
support.google.com,6,3
chat-gamma.sandbox.google.com,5,1
g3doc.corp.google.com,5,1
com.google.android.gm,4,3
facebook.com,2,2
privacy-sandbox-demos.dev,2,2
chat.google.com,1,1
