time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-28 00:00:00+00:00,10.0,9.0,29,13
2025-11-29 00:00:00+00:00,6.0,5.0,40,14
2025-11-30 00:00:00+00:00,3.0,3.0,43,21
2025-12-01 00:00:00+00:00,64.0,26.0,35,20
2025-12-02 00:00:00+00:00,33.0,15.0,83,24
2025-12-03 00:00:00+00:00,108.0,24.0,74,32
2025-12-04 00:00:00+00:00,9.0,8.0,163,42
2025-12-05 00:00:00+00:00,4.0,4.0,90,43
2025-12-06 00:00:00+00:00,8.0,8.0,247,50
2025-12-07 00:00:00+00:00,14.0,8.0,135,48
2025-12-08 00:00:00+00:00,9.0,4.0,100,41
2025-12-09 00:00:00+00:00,16.0,7.0,76,35
2025-12-10 00:00:00+00:00,8.0,4.0,143,51
2025-12-11 00:00:00+00:00,,,128,49
