referrer,views_total,views_unique
github.com,208,17
Google,83,14
privacysandbox.google.com,8,5
mail.google.com,5,1
gemini.google.com,4,1
support.google.com,1,1
topics-fetch-demo.glitch.me,1,1
glitch.com,1,1
