referrer,views_total,views_unique
Google,97,11
privacysandbox.google.com,62,20
github.com,44,12
privacy-sandbox-demos.dev,2,2
support.google.com,2,1
delaware-playground.corp.google.com,1,1
glitch.com,1,1
criteo.atlassian.net,1,1
