time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,68,12,34,10
2026-05-12 00:00:00+00:00,714,45,18,7
2026-05-13 00:00:00+00:00,37,12,28,8
2026-05-14 00:00:00+00:00,11,6,36,11
2026-05-15 00:00:00+00:00,23,10,30,14
2026-05-16 00:00:00+00:00,130,13,23,10
2026-05-17 00:00:00+00:00,37,15,54,11
2026-05-18 00:00:00+00:00,205,19,57,16
2026-05-19 00:00:00+00:00,40,14,15,10
2026-05-20 00:00:00+00:00,23,9,13,8
2026-05-21 00:00:00+00:00,42,13,58,14
2026-05-22 00:00:00+00:00,135,25,55,11
2026-05-23 00:00:00+00:00,24,11,86,22
2026-05-24 00:00:00+00:00,87,18,40,11
