referrer,views_total,views_unique
Google,133,27
github.com,88,19
developers.google.com,19,5
support.google.com,7,1
g3doc.corp.google.com,5,1
privacy-sandbox-demos.dev,2,2
facebook.com,2,2
com.google.android.gm,2,2
chat.google.com,2,1
glitch.com,2,1
