referrer,views_total,views_unique
github.com,206,18
Google,106,15
privacysandbox.google.com,22,7
mail.google.com,5,1
gemini.google.com,4,1
privacy-sandbox-demos.dev,1,1
topics-fetch-demo.glitch.me,1,1
glitch.com,1,1
