time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-24 00:00:00+00:00,7.0,4.0,123,30
2025-04-25 00:00:00+00:00,111.0,31.0,227,30
2025-04-26 00:00:00+00:00,9.0,6.0,82,12
2025-04-27 00:00:00+00:00,7.0,3.0,58,14
2025-04-28 00:00:00+00:00,7.0,4.0,102,19
2025-04-29 00:00:00+00:00,4.0,4.0,48,18
2025-04-30 00:00:00+00:00,49.0,13.0,204,22
2025-05-01 00:00:00+00:00,21.0,7.0,130,21
2025-05-02 00:00:00+00:00,12.0,6.0,107,25
2025-05-03 00:00:00+00:00,5.0,5.0,95,23
2025-05-04 00:00:00+00:00,6.0,3.0,54,15
2025-05-05 00:00:00+00:00,2.0,2.0,64,21
2025-05-06 00:00:00+00:00,2.0,2.0,57,21
2025-05-07 00:00:00+00:00,,,39,21
