referrer,views_total,views_unique
github.com,58,14
privacysandbox.google.com,43,11
Google,34,12
support.google.com,2,1
topics-fetch-demo.glitch.me,1,1
g3doc.corp.google.com,1,1
privacy-sandbox-demos.dev,1,1
glitch.com,1,1
criteo.atlassian.net,1,1
