referrer,views_total,views_unique
Google,178,27
github.com,175,13
chat.google.com,17,2
topics-fetch-demo.glitch.me,6,2
Bing,5,1
statics.teams.cdn.office.net,4,2
developers.google.com,3,3
support.google.com,3,1
glitch.com,2,1
