referrer,views_total,views_unique
Google,130,23
github.com,97,18
privacysandbox.google.com,58,10
confluence.sec.samsung.net,17,1
topics-fetch-demo.glitch.me,14,2
support.google.com,12,5
com.google.android.gm,7,3
Bing,5,3
criteo.atlassian.net,3,2
docs.google.com,3,2
