referrer,views_total,views_unique
Google,123,21
github.com,72,16
privacysandbox.google.com,62,12
confluence.sec.samsung.net,16,2
topics-fetch-demo.glitch.me,14,2
support.google.com,11,4
com.google.android.gm,7,3
Bing,5,3
chat.google.com,2,1
alohafind.com,2,1
