time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-07 00:00:00+00:00,51.0,27.0,253,39
2025-04-08 00:00:00+00:00,11.0,7.0,173,32
2025-04-09 00:00:00+00:00,7.0,6.0,177,26
2025-04-10 00:00:00+00:00,24.0,17.0,301,36
2025-04-11 00:00:00+00:00,31.0,10.0,244,32
2025-04-12 00:00:00+00:00,2.0,2.0,46,16
2025-04-13 00:00:00+00:00,2.0,2.0,38,22
2025-04-14 00:00:00+00:00,4.0,3.0,104,26
2025-04-15 00:00:00+00:00,5.0,2.0,86,18
2025-04-16 00:00:00+00:00,19.0,9.0,157,31
2025-04-17 00:00:00+00:00,32.0,14.0,181,31
2025-04-18 00:00:00+00:00,22.0,10.0,318,25
2025-04-19 00:00:00+00:00,5.0,5.0,96,17
2025-04-20 00:00:00+00:00,,,44,15
