time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-16 00:00:00+00:00,58.0,11.0,68,22
2025-06-17 00:00:00+00:00,40.0,8.0,91,27
2025-06-18 00:00:00+00:00,26.0,10.0,101,24
2025-06-19 00:00:00+00:00,34.0,12.0,112,22
2025-06-20 00:00:00+00:00,32.0,10.0,117,27
2025-06-21 00:00:00+00:00,12.0,4.0,54,20
2025-06-22 00:00:00+00:00,11.0,4.0,53,17
2025-06-23 00:00:00+00:00,16.0,9.0,213,25
2025-06-24 00:00:00+00:00,13.0,5.0,71,15
2025-06-25 00:00:00+00:00,60.0,16.0,135,30
2025-06-26 00:00:00+00:00,94.0,20.0,348,34
2025-06-27 00:00:00+00:00,35.0,14.0,96,22
2025-06-28 00:00:00+00:00,10.0,3.0,28,15
2025-06-29 00:00:00+00:00,,,30,12
