referrer,views_total,views_unique
privacysandbox.google.com,66,12
Google,42,11
github.com,28,7
github-com.translate.goog,8,1
support.google.com,5,1
docs.google.com,3,1
web.dev,2,1
chatgpt.com,1,1
privacy-sandbox-demos.dev,1,1
