time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-01 00:00:00+00:00,25,16,15,10
2026-07-02 00:00:00+00:00,25,12,16,8
2026-07-03 00:00:00+00:00,165,13,12,6
2026-07-04 00:00:00+00:00,49,33,21,5
2026-07-05 00:00:00+00:00,51,34,100,18
2026-07-06 00:00:00+00:00,22,10,21,13
2026-07-07 00:00:00+00:00,32,14,11,5
2026-07-08 00:00:00+00:00,16,7,18,8
2026-07-09 00:00:00+00:00,27,18,34,12
2026-07-10 00:00:00+00:00,66,26,58,15
2026-07-11 00:00:00+00:00,39,14,66,16
2026-07-12 00:00:00+00:00,16,10,44,14
2026-07-13 00:00:00+00:00,14,8,23,11
2026-07-14 00:00:00+00:00,10,7,30,11
