time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-21 00:00:00+00:00,27,6,253,13
2026-08-22 00:00:00+00:00,11,6,263,15
2026-08-23 00:00:00+00:00,2,2,38,8
2026-08-24 00:00:00+00:00,8,7,70,9
2026-08-25 00:00:00+00:00,11,8,22,10
2026-08-26 00:00:00+00:00,3,2,68,11
2026-08-27 00:00:00+00:00,8,3,38,10
2026-08-28 00:00:00+00:00,15,9,14,10
2026-08-29 00:00:00+00:00,14,6,42,18
2026-08-30 00:00:00+00:00,6,4,35,14
2026-08-31 00:00:00+00:00,204,145,35,13
2026-09-01 00:00:00+00:00,13,8,7,7
2026-09-02 00:00:00+00:00,16,5,24,13
2026-09-03 00:00:00+00:00,16,8,16,9
