time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-16 00:00:00+00:00,7,4,36,15
2026-08-17 00:00:00+00:00,28,11,72,22
2026-08-18 00:00:00+00:00,5,4,39,11
2026-08-19 00:00:00+00:00,6,4,49,10
2026-08-20 00:00:00+00:00,6,5,46,11
2026-08-21 00:00:00+00:00,27,6,253,13
2026-08-22 00:00:00+00:00,11,6,263,15
2026-08-23 00:00:00+00:00,2,2,38,8
2026-08-24 00:00:00+00:00,8,7,70,9
2026-08-25 00:00:00+00:00,11,8,22,10
2026-08-26 00:00:00+00:00,3,2,68,11
2026-08-27 00:00:00+00:00,8,3,38,10
2026-08-28 00:00:00+00:00,15,9,14,10
2026-08-29 00:00:00+00:00,14,6,42,18
