referrer,views_total,views_unique
Google,116,36
github.com,99,14
privacysandbox.google.com,37,11
support.google.com,7,3
linkedin.com,6,1
Bing,4,1
docs.google.com,3,3
DuckDuckGo,2,2
confluence.sec.samsung.net,2,1
glitch.com,2,1
