time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-15 00:00:00+00:00,14,7,45,19
2025-07-16 00:00:00+00:00,21,9,152,26
2025-07-17 00:00:00+00:00,11,5,49,21
2025-07-18 00:00:00+00:00,18,7,49,15
2025-07-19 00:00:00+00:00,9,3,70,22
2025-07-20 00:00:00+00:00,8,2,46,24
2025-07-21 00:00:00+00:00,11,5,100,29
2025-07-22 00:00:00+00:00,18,8,59,20
2025-07-23 00:00:00+00:00,34,9,73,20
2025-07-24 00:00:00+00:00,23,9,106,26
2025-07-25 00:00:00+00:00,21,10,57,16
2025-07-26 00:00:00+00:00,15,9,98,23
2025-07-27 00:00:00+00:00,12,5,56,21
2025-07-28 00:00:00+00:00,2,1,61,19
