referrer,views_total,views_unique
github.com,63,14
privacysandbox.google.com,51,16
Google,17,7
support.google.com,9,6
glitch.com,3,1
mail.google.com,3,1
chatgpt.com,1,1
topics-fetch-demo.glitch.me,1,1
