time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-07 00:00:00+00:00,19,8,41,12
2026-08-08 00:00:00+00:00,27,12,18,11
2026-08-09 00:00:00+00:00,19,5,32,11
2026-08-10 00:00:00+00:00,11,7,78,11
2026-08-11 00:00:00+00:00,68,55,8,6
2026-08-12 00:00:00+00:00,10,5,53,21
2026-08-13 00:00:00+00:00,27,10,34,8
2026-08-14 00:00:00+00:00,10,6,36,12
2026-08-15 00:00:00+00:00,44,41,72,14
2026-08-16 00:00:00+00:00,7,4,36,15
2026-08-17 00:00:00+00:00,28,11,72,22
2026-08-18 00:00:00+00:00,5,4,39,11
2026-08-19 00:00:00+00:00,6,4,49,10
2026-08-20 00:00:00+00:00,6,5,46,11
