time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-27 00:00:00+00:00,7,3,58,14
2025-04-28 00:00:00+00:00,7,4,102,19
2025-04-29 00:00:00+00:00,4,4,48,18
2025-04-30 00:00:00+00:00,49,13,204,22
2025-05-01 00:00:00+00:00,21,7,130,21
2025-05-02 00:00:00+00:00,12,6,107,25
2025-05-03 00:00:00+00:00,5,5,95,23
2025-05-04 00:00:00+00:00,6,3,54,15
2025-05-05 00:00:00+00:00,2,2,64,21
2025-05-06 00:00:00+00:00,2,2,57,21
2025-05-07 00:00:00+00:00,7,3,39,21
2025-05-08 00:00:00+00:00,3,3,175,25
2025-05-09 00:00:00+00:00,14,7,58,23
2025-05-10 00:00:00+00:00,1,1,28,12
