referrer,views_total,views_unique
github.com,67,13
privacysandbox.google.com,60,12
Google,29,11
support.google.com,7,5
glitch.com,3,1
Yahoo,2,1
chatgpt.com,1,1
topics-fetch-demo.glitch.me,1,1
