referrer,views_total,views_unique
github.com,77,13
privacysandbox.google.com,50,11
Google,32,16
support.google.com,2,1
Yahoo,2,1
chatgpt.com,1,1
topics-fetch-demo.glitch.me,1,1
glitch.com,1,1
g3doc.corp.google.com,1,1
