time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-22 00:00:00+00:00,135,25,55,11
2026-05-23 00:00:00+00:00,24,11,86,22
2026-05-24 00:00:00+00:00,87,18,40,11
2026-05-25 00:00:00+00:00,158,23,52,12
2026-05-26 00:00:00+00:00,22,12,25,8
2026-05-27 00:00:00+00:00,27,15,21,11
2026-05-28 00:00:00+00:00,18,13,56,14
2026-05-29 00:00:00+00:00,92,27,6,6
2026-05-30 00:00:00+00:00,21,12,50,12
2026-05-31 00:00:00+00:00,29,17,31,10
2026-06-01 00:00:00+00:00,16,7,105,12
2026-06-02 00:00:00+00:00,94,25,22,9
2026-06-03 00:00:00+00:00,13,8,6,6
2026-06-04 00:00:00+00:00,33,21,47,15
