referrer,views_total,views_unique
privacysandbox.google.com,76,16
github.com,66,12
Google,30,12
support.google.com,7,5
glitch.com,3,1
Yahoo,2,1
chatgpt.com,1,1
topics-fetch-demo.glitch.me,1,1
