time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-27 00:00:00+00:00,15,8,164,54
2026-02-28 00:00:00+00:00,12,7,169,59
2026-03-01 00:00:00+00:00,5,5,98,39
2026-03-02 00:00:00+00:00,10,6,106,51
2026-03-03 00:00:00+00:00,9,5,141,54
2026-03-04 00:00:00+00:00,7,3,183,61
2026-03-05 00:00:00+00:00,195,7,137,48
2026-03-06 00:00:00+00:00,13,6,159,60
2026-03-07 00:00:00+00:00,3,3,168,50
2026-03-08 00:00:00+00:00,8,4,158,44
2026-03-09 00:00:00+00:00,13,12,195,64
2026-03-10 00:00:00+00:00,21,12,57,27
2026-03-11 00:00:00+00:00,36,16,150,42
2026-03-12 00:00:00+00:00,5,5,167,52
