referrer,views_total,views_unique
github.com,53,15
Google,50,11
privacysandbox.google.com,48,14
privacy-sandbox-demos.dev,2,2
support.google.com,2,1
g3doc.corp.google.com,1,1
glitch.com,1,1
criteo.atlassian.net,1,1
topics-fetch-demo.glitch.me,1,1
