referrer,views_total,views_unique
Google,70,11
github.com,32,5
privacysandbox.google.com,29,10
github-com.translate.goog,13,3
support.google.com,6,2
docs.google.com,4,2
web.dev,2,1
privacy-sandbox-demos.dev,1,1
