time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-03 00:00:00+00:00,14,7,71,23
2025-06-04 00:00:00+00:00,11,4,79,21
2025-06-05 00:00:00+00:00,15,6,118,33
2025-06-06 00:00:00+00:00,12,4,18,13
2025-06-07 00:00:00+00:00,14,7,62,21
2025-06-08 00:00:00+00:00,8,2,66,22
2025-06-09 00:00:00+00:00,11,4,36,19
2025-06-10 00:00:00+00:00,11,4,24,13
2025-06-11 00:00:00+00:00,11,3,61,20
2025-06-12 00:00:00+00:00,41,10,59,26
2025-06-13 00:00:00+00:00,39,14,88,29
2025-06-14 00:00:00+00:00,21,5,69,14
2025-06-15 00:00:00+00:00,10,4,59,17
2025-06-16 00:00:00+00:00,47,6,58,21
