referrer,views_total,views_unique
github.com,67,11
privacysandbox.google.com,61,13
Google,29,12
glitch.com,4,2
Yahoo,2,1
support.google.com,2,1
chatgpt.com,1,1
topics-fetch-demo.glitch.me,1,1
