time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-12 00:00:00+00:00,10,5,53,21
2026-08-13 00:00:00+00:00,27,10,34,8
2026-08-14 00:00:00+00:00,10,6,36,12
2026-08-15 00:00:00+00:00,44,41,72,14
2026-08-16 00:00:00+00:00,7,4,36,15
2026-08-17 00:00:00+00:00,28,11,72,22
2026-08-18 00:00:00+00:00,5,4,39,11
2026-08-19 00:00:00+00:00,6,4,49,10
2026-08-20 00:00:00+00:00,6,5,46,11
2026-08-21 00:00:00+00:00,27,6,253,13
2026-08-22 00:00:00+00:00,11,6,263,15
2026-08-23 00:00:00+00:00,2,2,38,8
2026-08-24 00:00:00+00:00,8,7,70,9
2026-08-25 00:00:00+00:00,11,8,22,10
