time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-12 00:00:00+00:00,13,8,136,51
2026-02-13 00:00:00+00:00,24,12,76,35
2026-02-14 00:00:00+00:00,8,4,195,57
2026-02-15 00:00:00+00:00,13,5,158,44
2026-02-16 00:00:00+00:00,15,7,103,46
2026-02-17 00:00:00+00:00,11,6,163,51
2026-02-18 00:00:00+00:00,4,4,138,48
2026-02-19 00:00:00+00:00,18,8,107,47
2026-02-20 00:00:00+00:00,14,7,116,53
2026-02-21 00:00:00+00:00,22,9,157,65
2026-02-22 00:00:00+00:00,22,8,117,49
2026-02-23 00:00:00+00:00,11,7,177,55
2026-02-24 00:00:00+00:00,16,8,121,47
2026-02-25 00:00:00+00:00,7,3,304,59
