time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-22 00:00:00+00:00,13.0,5.0,131,21
2025-08-23 00:00:00+00:00,15.0,9.0,57,20
2025-08-24 00:00:00+00:00,13.0,6.0,55,18
2025-08-25 00:00:00+00:00,16.0,6.0,30,11
2025-08-26 00:00:00+00:00,9.0,3.0,64,24
2025-08-27 00:00:00+00:00,12.0,5.0,43,20
2025-08-28 00:00:00+00:00,10.0,4.0,35,14
2025-08-29 00:00:00+00:00,12.0,4.0,67,25
2025-08-30 00:00:00+00:00,9.0,3.0,99,13
2025-08-31 00:00:00+00:00,11.0,5.0,44,15
2025-09-01 00:00:00+00:00,34.0,17.0,65,22
2025-09-02 00:00:00+00:00,15.0,6.0,89,28
2025-09-03 00:00:00+00:00,8.0,6.0,77,25
2025-09-04 00:00:00+00:00,,,44,22
