time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-22 00:00:00+00:00,16,11,13,10
2026-07-23 00:00:00+00:00,19,10,28,11
2026-07-24 00:00:00+00:00,3,3,27,12
2026-07-25 00:00:00+00:00,12,7,14,8
2026-07-26 00:00:00+00:00,47,11,52,17
2026-07-27 00:00:00+00:00,21,11,26,11
2026-07-28 00:00:00+00:00,17,12,10,7
2026-07-29 00:00:00+00:00,24,15,13,8
2026-07-30 00:00:00+00:00,12,6,16,12
2026-07-31 00:00:00+00:00,8,3,46,11
2026-08-01 00:00:00+00:00,21,8,124,14
2026-08-02 00:00:00+00:00,1,1,33,10
2026-08-03 00:00:00+00:00,5,4,47,15
2026-08-04 00:00:00+00:00,18,8,15,11
