referrer,views_total,views_unique
Google,71,12
github.com,30,5
privacysandbox.google.com,26,8
support.google.com,6,2
github-com.translate.goog,5,2
docs.google.com,4,2
web.dev,2,1
privacy-sandbox-demos.dev,1,1
