time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-28 00:00:00+00:00,15,9,14,10
2026-08-29 00:00:00+00:00,14,6,42,18
2026-08-30 00:00:00+00:00,6,4,35,14
2026-08-31 00:00:00+00:00,204,145,35,13
2026-09-01 00:00:00+00:00,13,8,7,7
2026-09-02 00:00:00+00:00,16,5,24,13
2026-09-03 00:00:00+00:00,16,8,16,9
2026-09-04 00:00:00+00:00,11,7,46,13
2026-09-05 00:00:00+00:00,11,3,15,10
2026-09-06 00:00:00+00:00,4,4,15,11
2026-09-07 00:00:00+00:00,1,1,22,11
2026-09-08 00:00:00+00:00,9,4,27,16
2026-09-09 00:00:00+00:00,6,6,35,11
2026-09-10 00:00:00+00:00,6,6,33,13
