referrer,views_total,views_unique
github.com,54,12
privacysandbox.google.com,52,17
Google,15,7
support.google.com,7,5
glitch.com,3,1
mail.google.com,3,1
chatgpt.com,1,1
topics-fetch-demo.glitch.me,1,1
