referrer,views_total,views_unique
github.com,189,15
Google,94,14
privacysandbox.google.com,23,7
mail.google.com,5,1
support.google.com,4,1
privacy-sandbox-demos.dev,1,1
glitch.com,1,1
com.google.android.gm,1,1
