referrer,views_total,views_unique
Google,95,14
privacysandbox.google.com,61,10
github.com,26,6
github-com.translate.goog,10,2
support.google.com,6,2
docs.google.com,4,2
web.dev,2,1
privacy-sandbox-demos.dev,1,1
