time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-08 00:00:00+00:00,12,6,68,16
2025-07-09 00:00:00+00:00,13,5,56,20
2025-07-10 00:00:00+00:00,23,7,101,29
2025-07-11 00:00:00+00:00,16,6,62,27
2025-07-12 00:00:00+00:00,17,9,59,17
2025-07-13 00:00:00+00:00,10,4,87,23
2025-07-14 00:00:00+00:00,15,7,54,21
2025-07-15 00:00:00+00:00,14,7,45,19
2025-07-16 00:00:00+00:00,21,9,152,26
2025-07-17 00:00:00+00:00,11,5,49,21
2025-07-18 00:00:00+00:00,18,7,49,15
2025-07-19 00:00:00+00:00,9,3,70,22
2025-07-20 00:00:00+00:00,8,2,46,24
2025-07-21 00:00:00+00:00,1,1,98,28
