referrer,views_total,views_unique
Google,123,20
github.com,96,19
privacysandbox.google.com,58,10
confluence.sec.samsung.net,16,2
topics-fetch-demo.glitch.me,14,2
support.google.com,11,4
com.google.android.gm,7,3
Bing,5,3
criteo.atlassian.net,3,2
docs.google.com,3,2
