referrer,views_total,views_unique
github.com,67,11
privacysandbox.google.com,61,13
Google,31,13
support.google.com,4,3
glitch.com,3,1
Yahoo,2,1
chatgpt.com,1,1
topics-fetch-demo.glitch.me,1,1
