referrer,views_total,views_unique
privacysandbox.google.com,76,12
github.com,73,15
Google,31,15
support.google.com,2,1
Yahoo,2,1
glitch.com,1,1
topics-fetch-demo.glitch.me,1,1
criteo.atlassian.net,1,1
g3doc.corp.google.com,1,1
