time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-13 00:00:00+00:00,10,3,23,14
2025-08-14 00:00:00+00:00,9,3,45,15
2025-08-15 00:00:00+00:00,11,3,67,19
2025-08-16 00:00:00+00:00,11,5,16,12
2025-08-17 00:00:00+00:00,10,4,69,23
2025-08-18 00:00:00+00:00,11,4,44,15
2025-08-19 00:00:00+00:00,15,7,42,15
2025-08-20 00:00:00+00:00,14,5,18,10
2025-08-21 00:00:00+00:00,8,2,70,19
2025-08-22 00:00:00+00:00,13,5,131,21
2025-08-23 00:00:00+00:00,15,9,57,20
2025-08-24 00:00:00+00:00,13,6,55,18
2025-08-25 00:00:00+00:00,16,6,30,11
2025-08-26 00:00:00+00:00,1,1,63,23
