time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-21 00:00:00+00:00,13,11,38,18
2025-11-22 00:00:00+00:00,9,8,82,22
2025-11-23 00:00:00+00:00,3,3,57,15
2025-11-24 00:00:00+00:00,5,5,56,17
2025-11-25 00:00:00+00:00,4,4,86,15
2025-11-26 00:00:00+00:00,22,20,47,12
2025-11-27 00:00:00+00:00,9,8,38,16
2025-11-28 00:00:00+00:00,10,9,29,13
2025-11-29 00:00:00+00:00,6,5,40,14
2025-11-30 00:00:00+00:00,3,3,43,21
2025-12-01 00:00:00+00:00,64,26,35,20
2025-12-02 00:00:00+00:00,33,15,83,24
2025-12-03 00:00:00+00:00,108,24,74,32
2025-12-04 00:00:00+00:00,8,7,155,39
